mass,nii_6584_ew,halpha_ew,oiii_5007_ew,hbeta_ew
9.822007151298855,0.9010890188114846,1.5988015358037124,0.31610534666039725,0.8253765710362738
10.140203112824064,-0.026040943987184373,-0.17800151380528373,-0.3470361195590843,-0.8146428127294733
10.277331818966282,-0.023527974525511364,-0.43269824967163717,-0.02884212381978657,-0.6951136346728374
9.621420373940357,1.1206559211259286,1.646007757334076,-0.21825210184924448,0.8473299479059402
8.405252420813026,0.5173150234163304,1.410841670310467,0.7931932489415527,0.8610971111963633
8.305974414396303,1.0767495248252266,1.9590370481420014,1.6808977967452028,1.214085475972033
8.012782407379106,0.8760163289595309,1.900872748334452,1.687239284652705,1.2666140517855409
8.910168529974964,0.7176786481150077,1.563958444801645,1.130688836480641,0.8144978815623646
9.482667816431778,1.0661434019261637,1.6930089853887877,0.3435460400634266,0.9838247493105079
10.01189171111397,1.0068153879181647,1.4060895884572822,-0.1691892867687023,0.6153650340343387
9.919057162017172,1.0002928019727908,1.2944844384569065,0.5318472518575456,0.6878696949527157
10.5134306984441,1.0995945709815067,1.0533845064571077,-0.022683671486251944,0.3942423590273294
9.457940908351045,0.6217574321650237,1.0725887390498459,0.18311474606158237,0.4335215405383929
9.750906251549935,1.3407445794012118,1.8507754325518042,0.5491273958725134,1.1223678762897773
9.532308393275416,1.0137447677865397,1.5381591585490642,0.5058670988524152,0.9142195509690861
9.14158458758362,0.958436873808173,1.6337290529155273,0.673208676702512,0.8397408917555207
9.411114418550904,0.9414668827854109,1.2884545502075255,-0.0011401677378278796,0.6036850167918127
9.836653826415644,-0.09590132155175846,0.1005608801999982,-0.12659067507544225,-0.5461575794809754
9.344800829201509,0.889793726546205,1.4383159133637093,0.16983249731804817,0.778037845648926
8.973819863073116,0.7940270777784681,1.3325504841619034,0.47108298518954894,0.6023388530865625
9.335315452812289,1.225222860917428,1.725298155657964,0.9859358195782686,1.0479811676908746
8.689207600753706,0.7781878883424924,1.5543205855404278,0.8497464494665323,0.8867328138789733
9.919712849360891,0.46888272076884374,0.4527248745225312,0.5608525028737711,-0.10580348922442073
8.809197314743185,0.2769612011905669,0.6029828245087485,-0.3615917196126812,0.06442430841178204
10.068942433766402,0.5480583775019288,0.7522445762814864,0.35593534796149645,0.12009734881440098
10.36993907902924,1.146011894447673,0.8614231125304074,0.7383753673194534,-0.013943076668328641
9.621863543792475,0.6284101245576502,0.7655651900639858,0.30131591629440246,0.10880841857006773
9.6742023132687,0.688008535997339,0.8427567088581749,-0.3328916336119948,0.27344805121631155
9.657879656593318,1.0088449358504419,1.6268393654710391,0.9276143303631,0.7962257937479489
10.12744173200536,0.005721611761941081,0.2725033476402947,-0.9685558056503988,-0.35139878935915103
9.380751963498923,1.0984395021460585,1.6715718633789598,0.3952386652244513,1.0153163089792736
8.059067122428957,0.20464751803755998,1.093657849462803,0.9376149829449723,0.6321985313722327
9.913967946621336,0.8097196115226637,1.1580528419665816,0.1580438894269163,0.5565823583841716
9.465321867462258,0.8246395191073121,1.30423126487358,-0.24778864177629834,0.6388190800329525
9.674423871687315,0.7471853824764756,0.7890302373418088,-0.01937668529208203,0.2171812821309898
9.37597802076158,1.0506264525925617,1.43771357201304,0.2779412392529874,0.76789157149099
9.343075605556493,0.7432690910693659,1.1221104860969664,0.3027067651815722,0.4232423453416636
9.876726914096274,0.15853695161353898,0.40958145416725456,-0.1921424896148448,-0.2305863423026846
9.518496830970392,0.28994116010757176,0.6120748139308879,-0.13255303932864526,0.04889067296964622
8.700270937356438,0.42145504168448,0.8649346910079185,-0.30784953642473745,0.26331809886886004
9.68965242863806,1.0807931999271605,1.4753177973308809,0.4294248915734458,0.7564072261360208
9.40895189585026,0.8635068768686145,1.281980914092937,0.13369529913563538,0.5864503921045716
10.203410961329448,0.8694207617698894,1.1642415636734784,0.12813791518651485,0.4058191639444406
9.856463642113791,0.8519973214940151,0.919022899255769,0.09210288620293583,0.20011853185470224
