aZmass,nii_6584_ew,halpha_ew,oiii_5007_ew,hbeta_ew
-0.4230219121579855,0.9089531047842951,1.5593331142749849,0.23587577885334257,0.8616808496087491
-0.1765573371473038,0.7847372749612559,0.874902619160752,0.30655019886575935,0.3959005743518875
0.3118777020943996,-0.011996652546792996,-0.002865873716130174,-0.0017936266914814203,-0.40830021301352415
-0.0158574136991106,0.3434737058190937,0.23765214380519523,0.19756915423354804,-0.4307328361568282
-0.8665821094751917,0.9002028652070483,1.5564043653066353,0.4290034884700906,0.7975503997237009
-0.4834340003491932,0.8656809851774382,1.4158698352146648,0.5020727586096639,0.7658546312725589
-1.1670641998326834,1.0521922348498787,1.494350351547232,0.44686386798613326,0.8204056417929411
-0.6720602254911652,1.0453898507591939,1.4664287066681552,0.9609721543801423,0.8187646420303167
-0.527016622624525,0.4017245546943474,0.8978204221636913,-0.2940922635141108,0.19674477020388292
-0.4973459895383802,0.5576390330450502,0.9278349724697926,0.3908619296330158,0.2421939315035041
-0.2508258114255839,0.6181917965687526,0.827376811583074,0.34961364991374544,0.10728946109029769
0.0347557926620956,0.22417470550486163,0.7150601651956107,0.4821572150894794,0.2434086810177301
-0.7530847251101326,0.8444788478587426,1.2265507809739569,0.26650392959214814,0.5741311454045577
-0.117594217362877,-0.16977795415093888,0.18598874559172152,-1.0536937861283269,-0.43594598339125645
-0.6528619452081482,0.9459697082123607,1.65082491052934,0.7215904032804752,0.9266912423885156
-0.4167729159636097,0.5231003034951315,1.2508668570988501,0.8338521663392654,0.6583691680567952
-0.8926609777686795,1.2154957459182292,1.696808998076294,0.601591870364656,0.9684636531534674
-0.0368124966779057,0.5457323457375448,0.7815728099755275,-0.5100982829761591,0.006672950948312495
-0.8626449285687791,0.08526269755421045,1.0093002564073847,0.7366407687623615,0.4697525797000162
-0.6423015372243371,0.7482607370382462,1.3588054173758433,0.08807559153960032,0.7021433455629229
-0.68329212641113,0.6544684928813264,1.2349461683854466,0.3198050093223489,0.6560119452442496
-0.6839907068626908,0.9450912764206026,1.5573346677652566,1.1185179362235498,0.9754351804375485
-0.0166384084290383,0.44794916093538867,0.5713603020234271,0.21346190761219208,0.04745131834470487
-1.306743522034159,1.113967190719459,1.7581011897020706,1.0070765678838483,1.0528700721553943
0.3655736169707522,-0.4690158511107867,0.06354197784365484,-0.7231286093501581,-0.4237577982944323
0.0831905486328821,0.3313015927480077,0.2617701250830913,-0.18599554596170553,-0.3975205102962603
-0.8074666982762013,0.620315993685805,1.3834862092712696,1.0174393590431507,0.7257913721706655
0.4053386080385916,-0.18550284676607698,1.2123364069365727,0.38952331348922864,0.7057772506046146
-0.0629471547343323,0.16982990101747325,0.41838698717916095,-0.14420020678880208,-0.19800803480540047
0.0009841311821551,-0.03834036807004226,0.3506766082374986,-0.32477979647179017,-0.3699652953813162
0.1492967146261934,0.3794736449762458,0.859891953605825,0.23184077632210692,-0.004559746463707354
-0.1334036971656233,0.5182847594037573,0.549742725413813,-0.10558526169267357,0.04639293262498162
0.18238498593408,-0.07163882150822781,-0.18058200799151114,-0.19059618932877576,-0.716957569185729
-0.1556358875967178,0.5741049014618688,0.9799421269764791,0.18017453960699786,0.4037971944806573
-0.4979457560518487,0.26693225627030226,0.8098104934131749,-0.4574013958533534,0.19932135625707492
-0.3838595288695263,0.4213100843406722,1.0565382679339128,-0.07217916045330969,0.4165772487890912
-0.885580832028346,0.08324712552536451,0.8107696592156671,0.3663864653192982,0.19361011921320748
-0.3594956927530303,0.5972441925795099,0.6973884005993655,0.03245134866819738,-0.02371390179192845
-0.4543728695844923,1.13699789902914,1.4807189441019093,0.14423756203239854,0.824953059051153
-1.559925110569555,0.686988686465402,1.9612076951239783,1.7524077341197442,1.2223563554493813
-0.4710766581324681,0.892309155181782,1.3478318696176612,0.31725895917700025,0.6090256849500899
-0.7549749944388667,0.9125117043447505,1.5375911200617807,0.5279869755723612,0.7496330120133906
0.1772288376426209,0.23875422556607323,0.4164207468263496,0.05299306175572682,0.009688716110324735
-0.2119292320722898,0.29024172804631115,0.48933865721777614,-0.28482675915485867,-0.14104698136278437
-0.3629295691529919,0.7764341119781284,0.8759977901238113,-0.4824902021813424,0.16230473134596013
-0.5190440492837965,0.42308850890583516,0.9294368022093433,0.1474247341874896,0.3160387172022272
-1.425312922631438,0.7019798258646985,1.3855747429758931,0.7366272001808143,0.7081955183255828
-0.2277572774928616,1.1365116078099506,1.4507215499692752,0.11553088349039436,0.6891482936030235
-0.182760476696684,0.024704197951254114,0.34146795074635605,0.22933305261200548,-0.22289832133111154
-0.7477081222498254,0.6709565253698009,1.377809635695904,0.6796608263041496,0.6813149436677196
-1.148520746308322,1.2965091913056415,2.090435437469577,1.5307984621042445,1.2940804146742226
-1.3911248916850194,1.3152194821109027,1.8909112628697335,1.0671087491421551,1.2097057749883242
-1.2220774740410247,0.8604506175183078,1.7168441180106815,1.352045274420939,1.0314508417678296
-0.476697752786722,0.7760456229036141,1.344554035866272,-0.274226318248149,0.6878783077460846
